Category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2W,0,0,0,0,0,0,0,0,22,23
4W,0,0,2,0,0,0,0,0,0,0
3W,0,9,79,238,79,6,0,0,0,0
4W,0,0,0,1,0,0,0,0,0,0
2W,0,0,0,0,1,0,0,0,0,0
3W,0,0,0,52,143,57,129,292,156,93
3W,0,0,0,0,0,0,0,0,0,8
3W,0,0,0,0,26,19,10,12,38,19
2W,0,0,0,0,0,0,5,107,165,27
3W,0,0,6,62,40,66,78,263,479,189
3W,0,0,0,0,0,0,0,0,8,4
2W,0,0,0,0,0,0,0,0,7,10
2W,0,0,0,0,0,0,0,0,51,12
2W,0,0,0,0,0,0,0,0,5,2
2W,0,0,0,0,0,0,0,0,0,3
2W,0,0,0,0,0,0,0,0,11,17
3W,0,0,0,0,0,0,0,0,0,93
3W,0,0,0,55,55,39,17,2,2,0
3W,0,0,25,5,5,0,0,0,0,0
3W,0,0,20,96,250,96,31,110,139,9
4W,0,0,1,58,7,0,0,0,0,0
3W,0,0,0,1,74,70,83,136,288,211
3W,0,0,0,6,5,30,9,61,122,42
3W,0,0,0,0,0,0,0,0,0,33
3W,0,0,0,0,2,78,1,0,0,0
3W,0,0,0,205,657,357,888,1433,1846,1242
3W,0,0,19,0,0,0,0,0,0,0
3W,0,0,0,1,0,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
4W,3,0,0,0,0,0,0,0,0,0
MMV,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,0,2
3W,0,0,2,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,47,197,105
3W,0,0,3,1,0,0,0,0,0,0
3W,0,0,0,0,0,36,73,32,74,87
3W,0,0,0,0,0,0,190,130,224,364
4W,0,0,0,0,0,0,1,0,0,0
3W,0,0,0,0,0,0,0,0,0,1
3W,0,0,0,0,38,72,76,321,339,170
3W,0,0,0,0,16,8,0,47,405,522
4W,0,0,0,1,0,0,0,0,0,0
3W,0,0,429,11,0,21,7,31,3,0
3W,0,0,129,1299,1233,607,1214,3712,8478,5591
3W,0,0,1,0,0,0,0,0,0,0
3W,0,48,352,177,46,13,7,2,0,0
4W,0,0,0,0,0,0,0,215,438,172
2W,0,0,0,0,0,0,0,2085,7779,7515
3W,0,12,383,1374,1463,669,835,2704,4648,1756
4W,0,0,0,3,1,0,840,8,1,30
3W,29,2005,880,68,43,38,136,316,58,0
3W,3,250,678,13,0,0,0,0,0,0
4W,2,3,4,0,0,0,0,4,0,0
MMV,0,2,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,10,81,77
3W,0,8,44,287,266,304,391,101,19,7
4W,2,1,0,0,0,0,0,0,0,0
2W,0,0,0,0,0,0,1175,3487,4173,1889
3W,0,0,0,77,80,47,34,9,4,192
4W,0,0,0,0,0,0,0,0,0,1
3W,8,15,1,0,0,0,0,0,0,0
3W,0,3,10,4,0,0,0,0,0,0
3W,0,0,0,14,3,3,4,9,11,3
3W,0,0,0,0,0,0,0,15,81,26
3W,0,0,9,0,0,0,0,0,0,0
3W,0,0,0,1,21,27,5,3,0,0
3W,0,0,0,10,6,0,0,0,0,0
3W,0,0,0,1,0,0,0,0,0,0
3W,0,5,6,0,0,0,0,0,0,0
3W,0,8,168,394,419,220,530,684,904,748
4W,0,0,0,2,0,0,0,0,0,0
3W,0,0,1,0,28,39,37,41,5,0
3W,0,0,0,125,127,40,25,162,335,91
2W,1,0,0,0,0,0,0,0,0,0
4W,1,0,0,0,0,0,0,0,0,0
3W,39,190,421,348,307,207,203,338,569,189
4W,0,0,0,0,0,0,0,0,1,0
3W,0,0,0,0,0,0,314,1317,2469,1100
3W,0,1,3,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,244,15
2W,0,0,0,0,0,0,0,18,540,218
3W,0,0,1,0,0,0,0,0,0,0
4W,6,1,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,15,0
3W,0,0,0,0,24,14,33,85,240,168
3W,0,0,0,0,13,0,3,9,0,10
3W,0,0,0,0,0,0,0,0,0,45
3W,0,0,0,2,2,0,0,0,0,0
3W,0,0,60,0,1,1,0,0,1,0
3W,0,0,0,144,302,153,301,396,358,264
4W,0,0,0,0,1,0,0,0,0,0
3W,0,0,0,16,35,11,18,7,0,0
2W,0,0,0,0,0,0,0,2350,6203,2661
3W,0,0,0,0,0,7,876,4646,7288,3785
4W,0,0,0,0,0,0,0,0,4,1
3W,0,0,0,0,0,0,0,0,13,4
2W,0,0,0,0,0,40,5,0,5,0
2W,0,0,0,0,0,0,0,0,0,2
3W,0,0,0,0,0,0,0,0,0,194
4W,0,0,0,0,1,0,0,9,0,0
MMV,0,0,0,1,0,0,0,0,0,0
2W,0,0,10,0,0,0,0,0,0,0
3W,0,22,38,3,0,0,0,0,0,0
4W,2,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,11,0
4W,0,0,0,0,0,0,1,0,0,0
2W,0,0,0,0,0,0,21,0,0,0
2W,0,0,1,0,0,0,0,0,0,0
3W,5,133,184,666,714,377,511,1523,1644,770
4W,0,0,0,5,0,0,0,0,0,0
3W,0,400,420,165,94,54,30,185,20,0
3W,0,0,0,0,0,3,65,114,186,50
3W,0,441,4,3,0,0,0,0,0,0
3W,0,0,8,1,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,38,88
3W,0,0,0,11,65,41,5,64,145,53
4W,0,0,0,0,1,0,0,0,0,0
3W,0,0,0,0,1,2,0,0,2,12
3W,0,210,169,16,1,0,0,0,0,0
4W,0,2,0,0,0,0,0,0,0,0
3W,0,131,408,487,210,194,305,477,1097,657
4W,0,0,0,0,0,0,1,0,0,0
3W,877,3089,386,66,0,2,0,0,0,0
4W,0,2,2,11,0,0,0,0,0,0
3W,0,84,420,45,0,0,0,0,0,0
4W,0,0,11,1,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,17,0,0
4W,0,0,0,0,0,0,0,0,0,1
3W,0,626,2227,2250,1614,692,787,2205,3637,1852
4W,0,0,1,18,1,0,0,0,0,0
3W,0,0,3,0,0,0,0,2,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,3,0,0,0
2W,0,0,0,0,0,1,0,0,0,0
2W,0,0,0,0,0,0,0,3,0,0
3W,0,0,0,0,0,0,0,8,7,35
4W,0,0,0,0,0,0,0,0,0,3
3W,0,0,28,0,1,0,0,0,0,0
2W,0,0,0,0,0,19,38,4,2,0
3W,0,0,0,0,17,54,105,50,0,8
3W,0,0,0,0,0,0,0,0,0,11
3W,0,0,0,0,0,0,11,17,153,230
2W,0,0,0,0,0,0,0,18,4,0
3W,23,982,1196,2033,1988,881,1804,2865,2571,1373
4W,0,0,0,1,0,0,0,0,0,0
3W,0,0,147,431,537,248,289,469,564,401
4W,0,0,0,1,0,0,0,0,0,0
2W,0,0,0,0,0,0,0,0,1,27
2W,0,0,0,0,0,0,0,0,1,1
3W,0,0,2,0,0,0,0,0,0,0
4W,2,2,0,0,0,0,6,0,0,0
4W,0,0,0,0,0,0,0,1,2,0
4W,3,0,0,0,0,0,0,0,0,0
2W,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,22,32,8,13,80,60,1
4W,0,0,0,1,0,0,0,0,0,0
2W,4,1,0,1,0,0,0,0,0,0
3W,2,35,242,4150,6725,4564,3860,13558,37942,1331
4W,254,344,443,974,687,419,115,333,4505,4305
4W,0,1,0,1,0,0,0,0,0,0
3W,0,0,33,3,0,0,0,0,0,0
2W,0,0,0,1,0,0,0,0,0,0
3W,0,0,51,35,1786,3219,6711,15931,4949,57
4W,462,306,499,461,99,35,82,66,56,1
3W,0,1,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,11733,34331
4W,0,0,0,0,0,0,0,0,40,430
3W,0,0,19,6,0,0,0,0,0,0
3W,0,3,0,0,0,0,0,0,0,0
4W,2,0,0,1,0,0,0,0,0,0
2W,5,14,0,0,0,0,0,0,0,0
4W,0,0,2,0,0,0,0,0,0,0
4W,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,7,186,778,590
3W,0,0,0,0,0,0,0,0,52,50
3W,0,0,35,47,6,0,0,0,0,0
3W,0,0,0,107,499,103,84,133,10,2
3W,0,0,14,0,0,0,0,0,0,0
3W,0,0,0,16,52,19,0,0,299,766
3W,0,0,0,0,0,0,28,173,433,195
3W,0,0,0,8,167,162,396,854,1810,1280
4W,0,0,0,0,0,1,0,0,0,0
3W,0,0,0,0,54,25,6,39,64,65
3W,0,0,0,0,0,4,2,14,4,0
3W,0,0,0,0,0,0,0,2,27,35
2W,0,0,0,0,0,0,0,84,147,90
4W,8,11,8,2,1,0,0,0,0,0
2W,0,0,0,0,0,0,0,0,1,1
3W,1,0,0,0,0,0,0,0,0,0
3W,0,0,3,0,15,1,0,0,0,0
2W,0,0,0,0,0,0,0,0,128,154
4W,1,0,0,0,0,0,0,0,0,0
4W,0,0,0,0,0,10,26,60,322,316
4W,0,0,0,0,0,0,0,94,193,112
2W,0,0,0,0,0,57,1842,3215,195,6
3W,0,0,1,0,0,0,0,0,0,0
4W,0,0,0,0,7,772,2384,3430,9520,7229
2W,0,0,0,0,0,0,0,0,2,2
2W,0,0,0,0,0,0,94,0,0,0
3W,0,0,0,0,0,0,0,0,7,10
3W,6,681,1695,148,87,94,221,362,97,0
2W,0,0,0,0,0,0,0,1,0,0
3W,0,125,599,2513,2265,1754,3447,10487,15962,7092
4W,0,0,0,1,0,2,0,1,1,0
2W,0,0,0,0,0,0,0,18,102,12
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,5,35,23,70,143
4W,0,0,0,0,0,0,0,0,0,13
2W,0,0,0,0,0,0,0,0,19,30
3W,0,0,0,17,56,77,39,26,43,31
3W,0,0,0,0,0,0,0,0,0,210
3W,0,0,0,0,0,61,68,2,77,38
3W,0,0,3,0,0,0,0,0,0,0
3W,0,0,0,102,33,1,0,0,0,0
4W,0,0,0,0,1,0,0,0,0,0
4W,0,0,0,0,0,0,0,8,0,0
2W,0,0,0,0,0,0,0,0,0,14
3W,0,0,0,128,132,100,111,23,0,0
3W,0,0,0,0,0,0,0,825,2965,2297
4W,2,0,0,0,0,0,0,0,0,0
3W,0,0,0,5,18,7,10,10,0,0
3W,0,0,17,0,0,0,0,0,0,0
4W,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,1,0,5
3W,0,0,0,291,232,100,288,1723,4925,2796
3W,0,29,79,86,48,6,5,12,0,0
3W,0,0,0,6,91,38,9,4,5,153
3W,0,0,6,13,30,0,0,0,3,0
3W,0,0,31,6,0,0,0,0,0,0
3W,0,0,14,7,1,0,0,0,0,0
3W,0,0,0,34,12,1,0,0,4,11
3W,0,0,31,29,13,0,2,0,0,0
4W,0,0,0,1,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,4,0,0
2W,0,0,0,48,648,146,96,28,7,2
3W,0,42,516,573,267,148,354,542,667,357
4W,0,10,17,5,0,0,0,0,0,0
3W,0,0,0,1,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,8,42,21
3W,0,0,0,0,0,0,0,0,45,54
3W,9,125,224,361,732,316,602,1331,1253,502
3W,0,0,0,0,0,0,0,0,0,67
3W,0,0,8,3,0,0,0,0,0,0
4W,0,0,0,1,0,0,0,0,0,0
3W,0,0,0,0,0,0,12,9,5,0
2W,0,0,0,0,370,96,16,0,0,0
3W,0,0,0,1,0,0,0,0,0,0
3W,0,0,0,0,0,0,1,0,0,0
3W,0,0,0,0,38,21,7,8,40,10
3W,0,0,0,125,161,179,265,289,326,202
3W,0,0,0,0,15,4,1,19,19,0
2W,0,3,6,10,0,0,0,0,0,0
3W,51,891,2889,568,2,0,0,0,0,0
4W,0,3,369,0,0,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,1,76,205,31,7,0,0,0,0
2W,0,0,0,0,0,0,0,0,0,28
3W,0,0,0,1,17,11,290,569,439,138
3W,0,0,2,128,158,48,43,77,22,7
2W,0,0,0,0,0,0,12,167,164,23
3W,0,408,2,0,0,0,0,0,0,0
4W,0,2,4,0,1,0,0,3,0,0
3W,0,0,0,102,468,295,760,1563,2650,2110
2W,0,0,0,0,0,0,0,335,473,150
2W,0,0,0,0,0,0,0,0,50,217
3W,0,0,0,0,0,0,0,0,2,3
2W,0,0,0,0,0,4,81,313,210,39
3W,0,0,0,0,87,207,168,160,157,47
3W,0,9,336,468,130,64,6,63,125,81
4W,0,0,0,0,7,0,0,0,0,0
2W,0,0,0,2,0,0,0,0,0,0
2W,0,0,0,0,0,0,0,8913,15816,4387
2W,0,1,331,8452,11850,5754,30659,103620,31616,3893
3W,0,0,0,0,0,3,0,0,1,0
4W,0,0,0,1,1,0,0,0,0,0
2W,0,0,0,0,0,0,240,109398,267355,211273
4W,0,0,0,0,0,0,1,0,0,0
MMV,0,0,0,1,11,7,0,3,12,0
3W,0,0,0,3,51,5,10,0,0,0
MMV,0,0,0,1,0,0,0,0,0,0
2W,0,0,0,0,0,0,1,0,0,0
3W,0,389,1079,1701,1610,672,1448,2930,3304,1461
3W,0,340,241,145,83,54,24,16,9,0
3W,0,0,0,35,12,1,0,0,44,768
3W,0,0,0,4,29,13,6,15,0,0
3W,0,0,0,27,388,345,795,1167,1203,550
3W,0,0,0,0,5,3,4,1,0,0
3W,0,0,0,0,0,3,12,102,283,188
3W,0,0,0,0,0,0,317,2785,3579,4592
4W,0,0,0,0,0,0,32,146,102,61
2W,0,0,0,0,0,0,0,172,67,13
2W,0,0,0,1,0,0,0,0,0,0
3W,0,0,15,22,0,0,0,0,0,0
2W,110,136,382,1929,1576,933,8541,15099,195,4
3W,1708,13401,15094,1687,312,199,777,2165,1435,174
4W,40,66,581,560,269,13,162,431,40,84
MMV,0,1,0,2,0,0,0,0,1,1
2W,0,0,0,0,0,0,0,93,351,56
3W,0,0,4,19,13,2,21,23,11,0
3W,0,0,11,138,234,115,66,46,41,11
4W,0,0,0,1,0,0,0,0,0,0
3W,0,0,29,44,3,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,41,57,47,0,0,0
3W,0,0,0,0,0,2,33,66,77,23
3W,0,0,2,0,0,0,0,0,0,0
3W,0,0,1,0,0,6,317,1120,3246,1822
4W,0,0,0,0,0,0,0,0,1,0
3W,0,6,62,210,246,156,160,484,572,265
3W,0,0,0,219,286,138,301,706,904,514
3W,0,0,0,0,285,63,181,1,65,24
3W,0,0,1,14,12,2,0,0,0,0
3W,0,1,2,3,20,1,0,0,0,0
3W,0,0,13,17,29,15,2,1,0,0
3W,0,1,18,9,44,59,28,24,21,6
4W,0,0,0,0,0,0,0,0,1950,916
2W,3,7,4,0,0,0,0,0,0,0
3W,5,4,3,11,1,79,2247,7431,21079,12869
4W,0,0,0,0,0,0,19,3,10,8
3W,0,0,0,0,0,0,1,0,0,0
4W,0,0,0,0,0,0,0,0,22,27
3W,0,0,271,503,504,255,206,34,18,360
4W,0,0,0,0,1,0,0,0,0,0
MMV,0,0,0,0,0,2,1,0,0,5
4W,1,0,2,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,2,1,65,249
2W,0,0,0,0,0,0,0,23,214,89
3W,0,0,1,0,0,0,0,0,0,0
4W,0,0,0,0,0,0,0,60,96,54
2W,0,0,0,0,0,0,0,0,0,5
4W,0,0,0,0,0,0,0,0,0,9
3W,0,0,0,35,23,15,30,40,101,30
3W,0,0,0,0,0,0,0,6,8,9
3W,0,0,0,5,0,10,2,47,206,94
3W,0,0,0,0,0,0,0,0,33,79
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,13,99
3W,0,0,0,2,19,30,48,46,65,65
3W,0,0,10,0,0,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,18,23,9,13,21,0,6,11
3W,0,0,0,0,0,0,16,321,500,220
3W,0,0,0,0,2,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,40,99
3W,0,0,38,1013,2606,1354,457,120,16,12
3W,0,0,0,0,0,5,13,15,0,0
3W,0,0,0,0,0,0,0,0,22,37
4W,0,1,0,0,0,0,0,0,0,0
2W,0,0,0,0,0,720,11044,14953,7191,3143
3W,0,0,0,0,1,0,13,35,23,8
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,14,23,45,125,338,462
2W,0,0,0,0,0,0,0,0,81,28
2W,0,0,0,0,0,0,0,0,10,21
2W,0,0,0,0,0,0,0,25,2371,3178
4W,0,0,0,0,0,0,0,0,2,0
4W,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,0,77,229,96,170,501,276
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,7,35,20,18,9
3W,0,0,0,0,0,0,0,0,0,10
3W,0,0,0,0,0,0,0,0,0,12
3W,0,0,77,90,140,77,18,37,124,42
2W,0,0,0,0,1,0,0,0,0,0
3W,0,0,9,18,11,22,26,101,99,52
3W,0,0,0,0,0,0,0,0,1,0
3W,0,0,18,148,135,57,32,30,8,2
4W,0,0,0,1,0,0,0,0,0,0
3W,0,0,1,46,28,35,17,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,4,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,4,18
3W,0,0,0,133,238,63,54,71,114,45
3W,0,0,0,0,0,0,5,35,575,564
3W,0,0,6,0,0,0,0,0,0,0
3W,0,0,13,129,58,10,10,47,152,150
3W,0,0,12,2,0,0,0,0,0,0
3W,0,0,60,22,19,2,1,10,2,4
4W,2,1,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,20,452
3W,0,0,67,135,50,4,27,333,1176,990
3W,0,0,0,0,0,1,54,281,609,530
3W,0,0,0,0,0,3,3,9,1,0
3W,0,0,0,0,0,0,0,0,0,110
3W,0,0,0,0,0,0,0,0,0,4
3W,0,0,0,19,40,5,3397,188,1080,759
4W,0,0,0,0,2,0,0,1,3,0
3W,0,3,22,7,0,2,0,0,0,0
3W,0,0,40,197,112,53,41,63,96,42
2W,0,0,0,0,0,0,0,0,0,6
2W,0,0,1,0,0,0,0,0,0,0
3W,0,0,14,0,0,0,0,0,0,0
4W,2,1,0,0,0,0,0,0,2,0
3W,0,0,7,84,54,44,105,119,237,143
4W,0,0,0,0,0,0,1,0,0,0
3W,0,0,1,1,0,0,0,0,0,0
4W,5,1,26,19,0,0,0,0,0,0
2W,0,0,0,0,480,2098,4704,14910,6976,4650
2W,0,0,0,0,0,0,408,1564,822,176
3W,0,0,0,0,0,0,18,200,496,223
3W,0,0,0,0,0,0,0,0,0,162
2W,0,0,0,0,0,0,0,0,92,1134
3W,0,0,0,1,10,5,2,31,31,5
3W,0,0,0,0,0,0,0,0,4,65
3W,0,0,0,59,88,52,43,136,338,180
4W,0,0,0,0,0,0,0,0,0,1
4W,0,0,0,0,0,0,0,0,1,3
4W,0,0,0,0,0,0,0,0,0,2
2W,0,0,0,0,0,1,60,143,68,260
2W,56,34,4,1,1,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
4W,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,0,246
3W,0,0,0,0,0,0,0,0,32,107
3W,38,101,309,270,377,87,11,1,1,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,10,328,492,275,415,518,629,405
3W,0,0,0,79,140,62,49,189,126,44
3W,0,0,0,0,0,0,0,0,29,83
3W,0,0,0,1,2,0,0,0,0,0
4W,0,0,7,0,0,0,0,0,0,0
4W,0,0,2,0,0,0,0,0,0,0
3W,0,0,0,45,106,79,61,11,6,26
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,3,6,0,0,0,0,0,0
3W,0,0,10,1,0,0,0,0,0,0
3W,0,212,409,209,59,15,9,0,0,0
3W,0,0,2,0,0,0,0,0,0,0
3W,140,1203,1532,3226,5080,4153,7098,19314,29321,16408
4W,0,0,1,2,0,1,0,0,1,0
MMV,0,0,0,0,0,0,0,0,1,0
4W,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,16,10,17
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,1133,5788,5074
2W,0,0,0,0,0,0,0,0,22,7
3W,0,0,0,0,0,0,0,0,0,29
3W,0,0,0,0,0,0,7,142,36,11
3W,0,0,26,2,0,0,0,0,0,0
3W,0,0,0,55,35,2,6,241,175,65
3W,0,181,272,354,243,81,31,17,4,97
4W,0,0,1,0,0,0,0,0,0,0
4W,0,0,2,0,0,0,0,0,0,0
2W,0,1,0,0,0,0,0,0,0,0
3W,0,1,2,0,0,0,0,0,0,0
3W,0,0,0,0,16,3,2,0,5,21
3W,0,0,1,13,59,20,37,353,677,386
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,56,22,0,0,0,0
3W,0,0,11,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,204,4
4W,0,0,1,0,0,0,0,0,0,0
3W,7,13,4,0,0,0,0,0,0,0
3W,0,0,10,233,182,341,565,1310,2831,2169
3W,0,4,12,2,0,0,0,1,2,0
2W,0,0,0,0,0,14,46,19,22,8
3W,0,0,1,0,0,5,4,5,1,1
3W,0,0,0,0,14,13,22,36,36,13
2W,0,0,0,0,0,0,0,0,3,12
3W,0,0,0,40,54,28,23,55,54,37
3W,0,0,0,32,79,59,130,401,911,700
3W,0,0,88,50,6,6,4,0,0,0
3W,0,0,0,0,0,0,0,16,49,14
3W,0,0,0,0,0,1,0,0,0,0
3W,0,0,0,63,28,49,28,60,31,23
MMV,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,40,91
3W,0,0,63,155,188,191,281,415,787,522
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,213,617,360
3W,0,0,0,0,0,0,0,0,28,21
2W,0,0,0,0,0,0,0,0,0,1568
3W,0,12,11,20,1,1,0,0,0,0
3W,0,82,352,565,950,452,505,853,431,145
4W,0,0,0,1,1,0,9,0,0,0
3W,0,0,19,9,0,0,0,0,0,0
3W,0,0,30,92,61,8,10,5,110,138
3W,0,0,0,0,0,0,0,91,120,72
3W,0,0,0,0,0,0,0,0,0,72
3W,0,0,633,582,209,40,23,69,197,151
4W,0,2,2,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,0,65
3W,0,0,0,0,0,0,0,0,0,35
3W,0,0,0,33,69,14,17,181,307,98
3W,0,0,44,39,0,0,0,0,0,0
3W,0,0,0,2,14,13,43,13,9,3
4W,2,2,5,8,0,0,0,0,0,0
MMV,0,1,0,0,0,0,0,0,0,0
4W,0,0,2,0,0,0,0,0,0,0
4W,0,1,0,0,0,0,0,0,0,0
3W,0,0,0,175,84,0,1,0,0,0
4W,0,1,0,0,0,0,0,0,0,0
2W,0,0,0,0,0,0,0,1,0,0
3W,0,0,49,575,794,433,645,1554,4086,3224
4W,0,0,0,0,0,0,0,1,2,0
3W,0,6,2,0,0,0,0,0,0,0
3W,0,1,1,0,0,0,0,0,0,0
4W,0,0,0,1,0,0,0,0,0,0
4W,1,1,0,0,0,0,0,0,0,0
4W,2,1,1,1,0,0,0,0,0,0
4W,1,0,0,0,0,0,0,0,0,0
4W,0,1,0,0,0,0,0,0,0,0
4W,0,1,0,0,0,0,0,0,0,0
4W,0,0,2,0,0,0,0,0,0,0
4W,6,11,8,5,0,0,0,0,0,0
4W,0,1,0,0,0,0,0,0,0,0
4W,0,0,2,0,0,0,0,0,0,0
3W,0,0,131,238,269,170,214,264,645,395
3W,35,469,127,26,0,0,0,4,3,0
3W,0,23,17,2,0,0,0,0,0,0
3W,0,0,0,1,0,0,0,0,0,0
4W,0,0,3,0,0,0,0,0,0,0
3W,0,0,0,0,5,4,2,8,0,0
4W,0,2,2,0,0,0,0,0,0,0
4W,1,0,0,1,0,0,0,0,0,0
3W,0,0,0,40,17,158,1318,2003,2726,1240
3W,0,0,0,0,6,4,0,0,0,0
3W,0,0,0,0,0,0,0,0,6,13
3W,0,0,13,28,21,0,0,0,0,0
4W,0,0,0,2,0,0,0,0,0,0
2W,0,0,0,0,0,0,0,0,65,568
4W,0,1,0,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,359,322
3W,0,0,0,96,97,42,46,38,136,63
3W,0,0,0,24,45,44,24,5,27,53
3W,0,0,0,0,0,15,1,0,5,2
4W,0,1,0,0,0,0,0,0,0,0
4W,0,1,0,0,0,0,0,0,0,0
3W,0,24,285,331,188,42,47,98,24,8
3W,0,0,0,0,63,8,0,4,12,33
3W,0,0,20,0,0,0,0,5,2,0
3W,0,0,203,770,1354,854,2236,6308,10078,5687
4W,0,0,0,0,3,0,0,0,0,1
3W,0,301,344,285,447,393,520,90,40,14
3W,0,0,0,0,0,0,0,0,1,143
2W,0,0,0,0,0,0,0,0,15,2
3W,0,0,4,23,25,31,38,48,47,44
3W,0,0,0,0,0,0,0,0,2,0
3W,0,0,0,0,0,0,0,0,4,0
3W,0,1,17,0,0,0,0,0,0,0
4W,0,4,0,0,0,0,0,0,0,0
MMV,1,0,0,0,0,0,0,0,0,0
3W,0,0,0,61,121,28,44,23,187,244
2W,0,0,0,0,0,0,0,0,132,232
3W,0,41,109,380,320,41,74,173,64,22
4W,0,0,1,0,0,0,0,0,0,0
3W,44,252,138,13,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,8,87,20
3W,0,0,85,64,19,11,3,1,5,2
3W,0,14,11,0,0,0,0,0,0,0
3W,0,33,427,900,913,891,1877,3734,4770,2228
3W,227,287,164,15,0,13,73,131,12,0
3W,0,0,0,5,162,113,481,1222,2121,941
4W,1,0,0,0,0,0,0,0,0,0
3W,0,1,0,0,0,0,0,0,0,0
2W,0,0,0,0,0,0,77,60,24,0
3W,0,0,69,141,391,311,603,1746,2248,1021
3W,0,0,0,0,0,0,0,340,767,620
3W,0,0,0,0,0,0,0,2,0,1
3W,0,0,3,0,0,0,0,0,0,0
3W,0,0,0,185,361,257,434,2217,2077,1133
3W,0,0,0,0,0,12,81,211,570,315
3W,0,0,0,0,0,0,0,0,0,47
3W,0,17,30,6,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,11,175,223
3W,0,0,0,2,0,18,10,4,0,0
2W,0,0,0,0,0,0,0,0,0,1
3W,0,0,9,197,345,216,78,77,286,162
3W,0,0,0,0,0,0,0,0,0,2
3W,0,0,0,0,0,0,0,0,0,207
3W,1,3,7,4,0,0,0,0,0,0
3W,0,0,6,0,0,0,0,0,0,0
3W,0,1,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,11,112
3W,0,0,0,0,0,0,0,0,36,31
3W,0,0,6,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,1,0,0,0
3W,0,0,0,0,17,0,0,0,2,7
3W,0,0,0,0,0,9,28,82,142,52
3W,0,0,0,0,0,1,94,1006,1198,538
3W,0,0,0,0,0,0,0,0,2,107
2W,0,0,0,1,0,7,8,14,128,15
3W,1,8,325,700,444,157,134,55,134,71
3W,0,1,47,5,0,2,0,0,1,0
3W,0,0,3,111,82,116,356,1038,2020,1390
4W,0,0,0,0,0,0,0,0,0,1
3W,0,0,0,0,0,0,0,0,0,50
3W,0,0,0,0,0,0,64,244,434,219
3W,0,0,0,0,0,2,0,0,4,3
3W,0,0,0,0,0,0,0,0,16,13
4W,1,2,0,0,0,0,0,0,0,0
2W,17,24,20,2,1,0,0,9,0,0
3W,0,0,1,0,0,0,0,0,0,0
3W,0,0,0,0,0,0,0,0,84,17
3W,0,0,0,19,18,0,0,0,0,0
3W,0,0,0,0,0,0,15,7,5,4
3W,0,0,0,0,27,40,0,0,0,1
